gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,StreamingServices,TenureGroup,ContractRisk,PaymentType,InternetType,HighValueCustomer,EngagementLevel
Male,No,No,No,10,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,70.0,740.0,Churned,74.0,No Streaming,0-1 Year,High Risk,Manual,High Speed,No,Low
Male,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,Retained,20.958333333333332,No Streaming,2-4 Years,Low Risk,Auto,No Internet,No,Low
Male,No,No,No,54,Yes,No,DSL,Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Mailed check,69.9,3883.3,Retained,71.91296296296296,TV Only,4+ Years,High Risk,Manual,Medium Speed,No,Low
Male,No,Yes,Yes,23,Yes,Yes,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,Two year,No,Mailed check,59.7,1414.2,Retained,61.48695652173913,No Streaming,1-2 Years,Low Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,41,Yes,Yes,DSL,Secure,Backup Enabled,Protected,No Support,One year,Yes,Credit card (automatic),78.35,3211.2,Retained,78.32195121951219,TV Only,2-4 Years,Medium Risk,Auto,Medium Speed,Yes,Medium
Male,Yes,No,No,5,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,71.45,371.6,Retained,74.32000000000001,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,No,Yes,Yes,27,No,No,DSL,Not Secure,Backup Enabled,Protected,No Support,One year,Yes,Credit card (automatic),45.85,1246.4,Retained,46.162962962962965,Movies Only,2-4 Years,Medium Risk,Auto,Medium Speed,No,Low
Female,No,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Electronic check,95.85,95.85,Retained,95.85,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,67,No,No,DSL,Secure,No Backup,Not Protected,Support Available,Two year,No,Credit card (automatic),35.7,2545.7,Retained,37.9955223880597,No Streaming,4+ Years,Low Risk,Auto,Medium Speed,No,Low
Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Credit card (automatic),89.55,6448.85,Retained,89.56736111111111,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,Yes,Medium
Female,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,Retained,26.230357142857144,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Male,No,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.85,1013.6,Retained,23.036363636363635,No Streaming,2-4 Years,Medium Risk,Manual,No Internet,No,Low
Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,100.8,6690.75,Retained,101.375,TV + Movies,4+ Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,34,Yes,Yes,DSL,Secure,Backup Enabled,Not Protected,Support Available,One year,Yes,Mailed check,64.4,2088.75,Churned,61.43382352941177,No Streaming,2-4 Years,Medium Risk,Manual,Medium Speed,No,Low
Female,No,Yes,No,69,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,Support Available,Two year,No,Bank transfer (automatic),105.35,7240.65,Retained,104.93695652173912,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,Yes,1,Yes,Yes,Fiber optic,Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,102.45,102.45,Churned,102.45,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,Retained,20.75625,No Streaming,2-4 Years,Low Risk,Auto,No Internet,No,Low
Male,No,Yes,Yes,30,Yes,Yes,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,Retained,52.95666666666667,No Streaming,2-4 Years,High Risk,Auto,Medium Speed,No,Low
Female,No,No,No,11,Yes,No,DSL,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,No,Mailed check,70.5,829.3,Retained,75.39090909090909,TV + Movies,0-1 Year,High Risk,Manual,Medium Speed,Yes,Medium
Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,Retained,20.163333333333334,No Streaming,1-2 Years,Medium Risk,Auto,No Internet,No,Low
Male,No,No,No,11,Yes,No,DSL,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,69.35,712.25,Retained,64.75,TV + Movies,0-1 Year,High Risk,Manual,Medium Speed,No,Medium
Female,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,Retained,20.88515625,No Streaming,4+ Years,Medium Risk,Auto,No Internet,No,Low
Male,Yes,Yes,No,72,Yes,No,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,No,Bank transfer (automatic),74.4,5360.75,Retained,74.45486111111111,TV Only,4+ Years,Low Risk,Auto,Medium Speed,Yes,Low
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Bank transfer (automatic),93.05,6735.05,Retained,93.54236111111112,No Streaming,4+ Years,Low Risk,Auto,High Speed,Yes,Low
Female,No,No,Yes,1,Yes,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,51.2,51.2,Retained,51.2,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,No,Yes,15,Yes,No,DSL,Secure,Backup Enabled,Protected,Support Available,One year,No,Credit card (automatic),65.6,1010.0,Retained,67.33333333333333,No Streaming,1-2 Years,Medium Risk,Auto,Medium Speed,No,Low
Female,No,No,No,60,Yes,Yes,DSL,Not Secure,No Backup,Protected,Support Available,One year,No,Credit card (automatic),80.55,4847.05,Retained,80.78416666666666,TV + Movies,4+ Years,Medium Risk,Auto,Medium Speed,Yes,Medium
Male,No,No,No,56,Yes,No,DSL,Secure,No Backup,Protected,No Support,One year,No,Mailed check,52.7,3019.7,Retained,53.92321428571428,No Streaming,4+ Years,Medium Risk,Manual,Medium Speed,No,Low
Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,Retained,20.20625,No Streaming,0-1 Year,Low Risk,Manual,No Internet,No,Low
Female,No,No,No,3,Yes,No,Fiber optic,Not Secure,No Backup,Protected,Support Available,Month-to-month,No,Credit card (automatic),80.1,217.55,Churned,72.51666666666667,No Streaming,0-1 Year,High Risk,Auto,High Speed,Yes,Low
Female,No,Yes,No,49,Yes,Yes,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,Retained,52.72959183673469,No Streaming,4+ Years,High Risk,Auto,Medium Speed,No,Low
Female,No,No,No,2,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,80.2,146.05,Churned,73.025,TV Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,No,No,6,Yes,No,Fiber optic,Secure,Backup Enabled,Protected,Support Available,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Churned,94.575,Movies Only,0-1 Year,High Risk,Auto,High Speed,Yes,Low
Male,No,No,No,70,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Bank transfer (automatic),114.95,7711.25,Retained,110.16071428571429,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Male,No,No,No,12,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Month-to-month,Yes,Mailed check,112.95,1384.75,Churned,115.39583333333333,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,Yes,Yes,No,52,Yes,No,Fiber optic,Secure,No Backup,Protected,Support Available,One year,Yes,Bank transfer (automatic),104.45,5481.25,Retained,105.40865384615384,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Credit card (automatic),113.65,8124.2,Retained,112.83611111111111,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,Retained,20.682499999999997,No Streaming,2-4 Years,Low Risk,Auto,No Internet,No,Low
Female,No,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,70.9,70.9,Churned,70.9,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,Yes,No,No,3,Yes,No,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,86.85,220.95,Churned,73.64999999999999,TV Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,Yes,No,No,40,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,91.55,3673.6,Retained,91.84,TV + Movies,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,Yes,1,Yes,No,DSL,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,49.85,49.85,Retained,49.85,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,Retained,19.221666666666668,No Streaming,2-4 Years,Medium Risk,Auto,No Internet,No,Low
Male,No,Yes,Yes,23,Yes,No,Fiber optic,Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Electronic check,99.85,2331.3,Churned,101.3608695652174,TV + Movies,1-2 Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,1,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,74.5,74.5,Churned,74.5,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,Yes,Yes,No,44,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,Support Available,Month-to-month,No,Electronic check,104.15,4495.65,Retained,102.17386363636363,TV + Movies,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,65,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Month-to-month,Yes,Electronic check,109.15,6941.2,Churned,106.78769230769231,TV + Movies,4+ Years,High Risk,Manual,High Speed,Yes,Medium
Female,Yes,No,No,7,Yes,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,48.2,340.35,Retained,48.621428571428574,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,Yes,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,Retained,24.859722222222224,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,Yes,No,No,8,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Credit card (automatic),100.15,908.55,Retained,113.56875,TV + Movies,0-1 Year,High Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,16,Yes,Yes,DSL,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,Churned,65.209375,Movies Only,1-2 Years,High Risk,Auto,Medium Speed,No,Medium
Male,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Churned,103.36590909090908,TV + Movies,4+ Years,High Risk,Auto,High Speed,Yes,Medium
Male,No,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,71.55,71.55,Churned,71.55,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,No,No,Yes,3,Yes,No,DSL,Secure,No Backup,Protected,No Support,Month-to-month,No,Mailed check,55.9,157.55,Retained,52.51666666666667,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,Yes,No,53,Yes,Yes,Fiber optic,Secure,No Backup,Protected,No Support,Month-to-month,No,Electronic check,93.9,5029.2,Churned,94.89056603773585,Movies Only,4+ Years,High Risk,Manual,High Speed,Yes,Medium
Male,Yes,Yes,No,8,Yes,No,DSL,Not Secure,No Backup,Protected,Support Available,Month-to-month,Yes,Credit card (automatic),64.4,581.7,Retained,72.7125,Movies Only,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Bank transfer (automatic),108.4,7318.2,Churned,106.06086956521739,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,5,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Mailed check,85.3,420.45,Retained,84.09,TV Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Secure,No Backup,Protected,Support Available,Two year,No,Mailed check,107.45,7576.7,Retained,105.23194444444444,TV + Movies,4+ Years,Low Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,No,13,No,No,DSL,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,Churned,48.723076923076924,TV + Movies,1-2 Years,High Risk,Auto,Medium Speed,No,Low
Female,No,No,No,4,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,85.65,321.65,Churned,80.4125,TV Only,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,54,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,No,Credit card (automatic),91.3,4965.0,Retained,91.94444444444444,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,Yes,Medium
Male,No,Yes,No,72,Yes,Yes,DSL,Not Secure,Backup Enabled,Protected,Support Available,Two year,No,Bank transfer (automatic),85.95,6151.9,Retained,85.44305555555555,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,Yes,Medium
Male,No,No,No,12,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Electronic check,106.7,1253.9,Churned,104.49166666666667,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,1,No,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,25.15,25.15,Churned,25.15,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,Yes,No,No,1,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Electronic check,45.2,45.2,Retained,45.2,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,No,54,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,One year,No,Electronic check,110.35,5893.15,Churned,109.1324074074074,TV + Movies,4+ Years,Medium Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Two year,Yes,Credit card (automatic),79.2,5420.65,Retained,78.56014492753623,No Streaming,4+ Years,Low Risk,Auto,High Speed,Yes,Low
Female,No,No,No,48,Yes,No,DSL,Secure,Backup Enabled,Not Protected,No Support,Two year,No,Credit card (automatic),55.5,2627.35,Retained,54.73645833333333,No Streaming,2-4 Years,Low Risk,Auto,Medium Speed,No,Low
Female,No,Yes,Yes,48,Yes,Yes,Fiber optic,Secure,Backup Enabled,Not Protected,No Support,One year,Yes,Credit card (automatic),103.25,5037.55,Churned,104.94895833333334,TV + Movies,2-4 Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,No,8,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Electronic check,90.25,743.75,Retained,92.96875,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,71,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Mailed check,91.25,6589.6,Retained,92.8112676056338,TV + Movies,4+ Years,Low Risk,Manual,Medium Speed,Yes,Medium
Male,No,No,No,2,Yes,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,47.8,92.45,Churned,46.225,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,Yes,No,67,Yes,No,Fiber optic,Secure,Backup Enabled,Not Protected,No Support,One year,Yes,Credit card (automatic),100.9,6733.15,Retained,100.49477611940299,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,Yes,34,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,Retained,100.29411764705883,TV + Movies,2-4 Years,High Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,3,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,69.85,199.85,Retained,66.61666666666666,No Streaming,0-1 Year,High Risk,Manual,High Speed,No,Low
Female,No,Yes,Yes,9,Yes,No,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,One year,Yes,Mailed check,65.6,593.3,Retained,65.92222222222222,TV Only,0-1 Year,Medium Risk,Manual,Medium Speed,No,Low
Male,No,Yes,Yes,71,Yes,No,Fiber optic,Secure,Backup Enabled,Protected,No Support,One year,Yes,Bank transfer (automatic),104.65,7288.4,Retained,102.65352112676055,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Male,No,No,No,57,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,Two year,Yes,Credit card (automatic),90.45,5229.8,Retained,91.75087719298246,TV Only,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Male,No,No,No,72,No,No,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Bank transfer (automatic),63.7,4464.8,Retained,62.01111111111111,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,No,Low
Female,Yes,Yes,Yes,48,Yes,No,Fiber optic,Secure,No Backup,Protected,Support Available,Month-to-month,Yes,Electronic check,104.5,5068.05,Retained,105.58437500000001,TV + Movies,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,401.85,Retained,22.325000000000003,No Streaming,1-2 Years,Medium Risk,Manual,No Internet,No,Low
Male,No,Yes,Yes,43,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,Support Available,One year,Yes,Credit card (automatic),104.3,4451.85,Retained,103.53139534883722,TV + Movies,2-4 Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,Yes,72,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Bank transfer (automatic),93.25,6688.95,Retained,92.90208333333334,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,Yes,Medium
Male,No,Yes,Yes,35,Yes,Yes,DSL,Not Secure,No Backup,Not Protected,Support Available,One year,Yes,Bank transfer (automatic),73.45,2661.1,Retained,76.03142857142856,TV + Movies,2-4 Years,Medium Risk,Auto,Medium Speed,Yes,Medium
Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,73.05,Retained,18.2625,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Female,No,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1211.65,Retained,24.727551020408164,No Streaming,4+ Years,Low Risk,Manual,No Internet,No,Low
